size,difficulty,board_name,algo,heuristic,time(s),steps,timeout
6,medium:1,6:medium:1,GREEDY,adjacency,0.0006,5,False
6,medium:1,6:medium:1,GREEDY,adjacency,0.000551,5,False
6,medium:1,6:medium:1,GREEDY,adjacency,0.000564,5,False
6,medium:2,6:medium:2,BFS,N/A,0.000224,6,False
6,medium:2,6:medium:2,BFS,N/A,0.000218,6,False
6,medium:2,6:medium:2,BFS,N/A,0.00022,6,False
6,medium:2,6:medium:2,DFS,N/A,0.000614,243,False
6,medium:2,6:medium:2,DFS,N/A,0.000622,243,False
6,medium:2,6:medium:2,DFS,N/A,0.000607,243,False
6,medium:2,6:medium:2,IDS,N/A,0.000194,6,False
6,medium:2,6:medium:2,IDS,N/A,0.000194,6,False
6,medium:2,6:medium:2,IDS,N/A,0.000192,6,False
6,medium:2,6:medium:2,GREEDY,adjacency,0.000582,6,False
6,medium:2,6:medium:2,GREEDY,adjacency,0.000551,6,False
6,medium:2,6:medium:2,GREEDY,adjacency,0.000566,6,False
6,medium:3,6:medium:3,BFS,N/A,0.000387,7,False
6,medium:3,6:medium:3,BFS,N/A,0.000381,7,False
6,medium:3,6:medium:3,BFS,N/A,0.000381,7,False
6,medium:3,6:medium:3,DFS,N/A,0.000612,241,False
6,medium:3,6:medium:3,DFS,N/A,0.000643,241,False
6,medium:3,6:medium:3,DFS,N/A,0.00062,241,False
6,medium:3,6:medium:3,IDS,N/A,0.00043,7,False
6,medium:3,6:medium:3,IDS,N/A,0.000423,7,False
6,medium:3,6:medium:3,IDS,N/A,0.000439,7,False
6,medium:3,6:medium:3,GREEDY,adjacency,0.000572,7,False
6,medium:3,6:medium:3,GREEDY,adjacency,0.000548,7,False
6,medium:3,6:medium:3,GREEDY,adjacency,0.000561,7,False
6,hard:1,6:hard:1,BFS,N/A,0.000973,9,False
6,hard:1,6:hard:1,BFS,N/A,0.001062,9,False
6,hard:1,6:hard:1,BFS,N/A,0.000955,9,False
6,hard:1,6:hard:1,DFS,N/A,0.000666,258,False
6,hard:1,6:hard:1,DFS,N/A,0.000661,258,False
6,hard:1,6:hard:1,DFS,N/A,0.000693,258,False
6,hard:1,6:hard:1,IDS,N/A,0.001401,9,False
6,hard:1,6:hard:1,IDS,N/A,0.00142,9,False
6,hard:1,6:hard:1,IDS,N/A,0.001404,9,False
6,hard:1,6:hard:1,GREEDY,adjacency,0.002079,14,False
6,hard:1,6:hard:1,GREEDY,adjacency,0.00209,14,False
6,hard:1,6:hard:1,GREEDY,adjacency,0.002065,14,False
6,hard:2,6:hard:2,BFS,N/A,0.001009,10,False
6,hard:2,6:hard:2,BFS,N/A,0.001035,10,False
6,hard:2,6:hard:2,BFS,N/A,0.001014,10,False
6,hard:2,6:hard:2,DFS,N/A,0.000388,147,False
6,hard:2,6:hard:2,DFS,N/A,0.000393,147,False
6,hard:2,6:hard:2,DFS,N/A,0.000393,147,False
6,hard:2,6:hard:2,IDS,N/A,0.001756,10,False
6,hard:2,6:hard:2,IDS,N/A,0.001861,10,False
6,hard:2,6:hard:2,IDS,N/A,0.001781,10,False
6,hard:2,6:hard:2,GREEDY,adjacency,0.002077,10,False
6,hard:2,6:hard:2,GREEDY,adjacency,0.002138,10,False
6,hard:2,6:hard:2,GREEDY,adjacency,0.002072,10,False
6,hard:3,6:hard:3,BFS,N/A,0.001158,11,False
6,hard:3,6:hard:3,BFS,N/A,0.001174,11,False
6,hard:3,6:hard:3,BFS,N/A,0.001154,11,False
6,hard:3,6:hard:3,DFS,N/A,0.000315,107,False
6,hard:3,6:hard:3,DFS,N/A,0.000299,107,False
6,hard:3,6:hard:3,DFS,N/A,0.000305,107,False
6,hard:3,6:hard:3,IDS,N/A,0.002367,11,False
6,hard:3,6:hard:3,IDS,N/A,0.002372,11,False
6,hard:3,6:hard:3,IDS,N/A,0.002421,11,False
6,hard:3,6:hard:3,GREEDY,adjacency,0.002145,11,False
6,hard:3,6:hard:3,GREEDY,adjacency,0.002275,11,False
6,hard:3,6:hard:3,GREEDY,adjacency,0.002075,11,False
10,easy:1,10:easy:1,BFS,N/A,3.4e-05,1,False
10,easy:1,10:easy:1,BFS,N/A,3.6e-05,1,False
10,easy:1,10:easy:1,BFS,N/A,3.9e-05,1,False
10,easy:1,10:easy:1,DFS,N/A,2.1e-05,1,False
10,easy:1,10:easy:1,DFS,N/A,2.3e-05,1,False
10,easy:1,10:easy:1,DFS,N/A,2.3e-05,1,False
10,easy:1,10:easy:1,IDS,N/A,2.6e-05,1,False
10,easy:1,10:easy:1,IDS,N/A,2.6e-05,1,False
10,easy:1,10:easy:1,IDS,N/A,2.6e-05,1,False
10,easy:1,10:easy:1,GREEDY,adjacency,3e-05,1,False
10,easy:1,10:easy:1,GREEDY,adjacency,3e-05,1,False
10,easy:1,10:easy:1,GREEDY,adjacency,2.8e-05,1,False
10,easy:2,10:easy:2,BFS,N/A,0.00011,3,False
10,easy:2,10:easy:2,BFS,N/A,0.000112,3,False
10,easy:2,10:easy:2,BFS,N/A,0.000111,3,False
10,easy:2,10:easy:2,DFS,N/A,0.000561,204,False
10,easy:2,10:easy:2,DFS,N/A,0.000563,204,False
10,easy:2,10:easy:2,DFS,N/A,0.000567,204,False
10,easy:2,10:easy:2,IDS,N/A,7e-05,3,False
10,easy:2,10:easy:2,IDS,N/A,6.7e-05,3,False
10,easy:2,10:easy:2,IDS,N/A,6.8e-05,3,False
10,easy:2,10:easy:2,GREEDY,adjacency,8.3e-05,3,False
10,easy:2,10:easy:2,GREEDY,adjacency,8.4e-05,3,False
10,easy:2,10:easy:2,GREEDY,adjacency,7.9e-05,3,False
10,easy:3,10:easy:3,BFS,N/A,0.0002,5,False
10,easy:3,10:easy:3,BFS,N/A,0.000199,5,False
10,easy:3,10:easy:3,BFS,N/A,0.000211,5,False
10,easy:3,10:easy:3,DFS,N/A,0.000321,107,False
10,easy:3,10:easy:3,DFS,N/A,0.000332,107,False
10,easy:3,10:easy:3,DFS,N/A,0.00032,107,False
10,easy:3,10:easy:3,IDS,N/A,0.000178,5,False
10,easy:3,10:easy:3,IDS,N/A,0.000179,5,False
10,easy:3,10:easy:3,IDS,N/A,0.000171,5,False
10,easy:3,10:easy:3,GREEDY,adjacency,0.000161,5,False
10,easy:3,10:easy:3,GREEDY,adjacency,0.000153,5,False
10,easy:3,10:easy:3,GREEDY,adjacency,0.000154,5,False
10,medium:1,10:medium:1,BFS,N/A,0.012548,12,False
10,medium:1,10:medium:1,BFS,N/A,0.012554,12,False
10,medium:1,10:medium:1,BFS,N/A,0.01236,12,False
10,medium:1,10:medium:1,DFS,N/A,3.863828,992968,False
10,medium:1,10:medium:1,DFS,N/A,3.871284,992968,False
10,medium:1,10:medium:1,DFS,N/A,3.848521,992968,False
10,medium:1,10:medium:1,IDS,N/A,0.009132,12,False
10,medium:1,10:medium:1,IDS,N/A,0.009203,12,False
10,medium:1,10:medium:1,IDS,N/A,0.009346,12,False
10,medium:1,10:medium:1,GREEDY,adjacency,0.005728,24,False
10,medium:1,10:medium:1,GREEDY,adjacency,0.005758,24,False
10,medium:1,10:medium:1,GREEDY,adjacency,0.006222,24,False
10,medium:2,10:medium:2,BFS,N/A,0.065348,14,False
10,medium:2,10:medium:2,BFS,N/A,0.071197,14,False
10,medium:2,10:medium:2,BFS,N/A,0.06671,14,False
10,medium:2,10:medium:2,DFS,N/A,5.189829,1301766,False
10,medium:2,10:medium:2,DFS,N/A,5.085432,1301766,False
10,medium:2,10:medium:2,DFS,N/A,5.189054,1301766,False
10,medium:2,10:medium:2,IDS,N/A,0.183937,17,False
10,medium:2,10:medium:2,IDS,N/A,0.179143,17,False
10,medium:2,10:medium:2,IDS,N/A,0.166024,17,False
10,medium:2,10:medium:2,GREEDY,adjacency,0.014887,28,False
10,medium:2,10:medium:2,GREEDY,adjacency,0.01536,28,False
10,medium:2,10:medium:2,GREEDY,adjacency,0.01467,28,False
10,medium:3,10:medium:3,BFS,N/A,0.098567,14,False
10,medium:3,10:medium:3,BFS,N/A,0.096948,14,False
10,medium:3,10:medium:3,BFS,N/A,0.099441,14,False
10,medium:3,10:medium:3,DFS,N/A,1.945802,467681,False
10,medium:3,10:medium:3,DFS,N/A,1.928041,467681,False
10,medium:3,10:medium:3,DFS,N/A,1.864944,467681,False
10,medium:3,10:medium:3,IDS,N/A,0.13268,16,False
10,medium:3,10:medium:3,IDS,N/A,0.13688,16,False
10,medium:3,10:medium:3,IDS,N/A,0.134416,16,False
10,medium:3,10:medium:3,GREEDY,adjacency,0.031819,28,False
10,medium:3,10:medium:3,GREEDY,adjacency,0.032346,28,False
10,medium:3,10:medium:3,GREEDY,adjacency,0.031737,28,False
10,hard:1,10:hard:1,BFS,N/A,5.140849,21,False
10,hard:1,10:hard:1,BFS,N/A,5.206208,21,False
10,hard:1,10:hard:1,BFS,N/A,5.164228,21,False
10,hard:1,10:hard:1,DFS,N/A,0.07994,30043,False
10,hard:1,10:hard:1,DFS,N/A,0.08434,30043,False
10,hard:1,10:hard:1,DFS,N/A,0.080229,30043,False
10,hard:1,10:hard:1,IDS,N/A,1.102727,21,False
10,hard:1,10:hard:1,IDS,N/A,1.094446,21,False
10,hard:1,10:hard:1,IDS,N/A,1.082753,21,False
10,hard:1,10:hard:1,GREEDY,adjacency,0.020861,27,False
10,hard:1,10:hard:1,GREEDY,adjacency,0.02138,27,False
10,hard:1,10:hard:1,GREEDY,adjacency,0.020817,27,False
10,hard:2,10:hard:2,BFS,N/A,10.254939,27,False
10,hard:2,10:hard:2,BFS,N/A,11.017256,27,False
10,hard:2,10:hard:2,BFS,N/A,10.293676,27,False
10,hard:2,10:hard:2,DFS,N/A,2.126645,542986,False
10,hard:2,10:hard:2,DFS,N/A,2.186318,542986,False
10,hard:2,10:hard:2,DFS,N/A,2.177069,542986,False
10,hard:2,10:hard:2,IDS,N/A,12.678521,33,False
10,hard:2,10:hard:2,IDS,N/A,13.135978,33,False
10,hard:2,10:hard:2,IDS,N/A,12.602111,33,False
10,hard:2,10:hard:2,GREEDY,adjacency,0.029358,51,False
10,hard:2,10:hard:2,GREEDY,adjacency,0.029047,51,False
10,hard:2,10:hard:2,GREEDY,adjacency,0.02834,51,False
10,hard:3,10:hard:3,BFS,N/A,10.361838,27,False
10,hard:3,10:hard:3,BFS,N/A,10.334772,27,False
10,hard:3,10:hard:3,BFS,N/A,10.444595,27,False
10,hard:3,10:hard:3,DFS,N/A,0.687633,191257,False
10,hard:3,10:hard:3,DFS,N/A,0.734352,191257,False
10,hard:3,10:hard:3,DFS,N/A,0.726323,191257,False
10,hard:3,10:hard:3,IDS,N/A,8.731071,29,False
10,hard:3,10:hard:3,IDS,N/A,8.75212,29,False
10,hard:3,10:hard:3,IDS,N/A,8.765539,29,False
10,hard:3,10:hard:3,GREEDY,adjacency,0.023541,51,False
10,hard:3,10:hard:3,GREEDY,adjacency,0.023897,51,False
10,hard:3,10:hard:3,GREEDY,adjacency,0.023631,51,False
14,easy:1,14:easy:1,BFS,N/A,3e-05,1,False
14,easy:1,14:easy:1,BFS,N/A,3e-05,1,False
14,easy:1,14:easy:1,BFS,N/A,3.3e-05,1,False
14,easy:1,14:easy:1,DFS,N/A,2.4e-05,1,False
14,easy:1,14:easy:1,DFS,N/A,2.4e-05,1,False
14,easy:1,14:easy:1,DFS,N/A,3e-05,1,False
14,easy:1,14:easy:1,IDS,N/A,3e-05,1,False
14,easy:1,14:easy:1,IDS,N/A,2.6e-05,1,False
14,easy:1,14:easy:1,IDS,N/A,2.5e-05,1,False
14,easy:1,14:easy:1,GREEDY,adjacency,3.3e-05,1,False
14,easy:1,14:easy:1,GREEDY,adjacency,2.9e-05,1,False
14,easy:1,14:easy:1,GREEDY,adjacency,3.1e-05,1,False
14,easy:2,14:easy:2,BFS,N/A,0.000113,3,False
14,easy:2,14:easy:2,BFS,N/A,0.000115,3,False
14,easy:2,14:easy:2,BFS,N/A,0.000122,3,False
14,easy:2,14:easy:2,DFS,N/A,0.001157,420,False
14,easy:2,14:easy:2,DFS,N/A,0.001216,420,False
14,easy:2,14:easy:2,DFS,N/A,0.001163,420,False
14,easy:2,14:easy:2,IDS,N/A,7.2e-05,3,False
14,easy:2,14:easy:2,IDS,N/A,6.6e-05,3,False
14,easy:2,14:easy:2,IDS,N/A,8.2e-05,3,False
14,easy:2,14:easy:2,GREEDY,adjacency,0.000108,3,False
14,easy:2,14:easy:2,GREEDY,adjacency,0.00011,3,False
14,easy:2,14:easy:2,GREEDY,adjacency,0.000109,3,False
14,easy:3,14:easy:3,BFS,N/A,0.000218,5,False
14,easy:3,14:easy:3,BFS,N/A,0.000216,5,False
14,easy:3,14:easy:3,BFS,N/A,0.000237,5,False
14,easy:3,14:easy:3,DFS,N/A,0.000874,296,False
14,easy:3,14:easy:3,DFS,N/A,0.000937,296,False
14,easy:3,14:easy:3,DFS,N/A,0.000872,296,False
14,easy:3,14:easy:3,IDS,N/A,0.000191,5,False
14,easy:3,14:easy:3,IDS,N/A,0.000186,5,False
14,easy:3,14:easy:3,IDS,N/A,0.000274,5,False
14,easy:3,14:easy:3,GREEDY,adjacency,0.000189,5,False
14,easy:3,14:easy:3,GREEDY,adjacency,0.000185,5,False
14,easy:3,14:easy:3,GREEDY,adjacency,0.000184,5,False
14,medium:1,14:medium:1,BFS,N/A,0.000756,7,False
14,medium:1,14:medium:1,BFS,N/A,0.000722,7,False
14,medium:1,14:medium:1,BFS,N/A,0.000717,7,False
14,medium:1,14:medium:1,DFS,N/A,0.000918,299,False
14,medium:1,14:medium:1,DFS,N/A,0.000881,299,False
14,medium:1,14:medium:1,DFS,N/A,0.001016,299,False
14,medium:1,14:medium:1,IDS,N/A,0.00072,7,False
14,medium:1,14:medium:1,IDS,N/A,0.000726,7,False
14,medium:1,14:medium:1,IDS,N/A,0.000727,7,False
14,medium:1,14:medium:1,GREEDY,adjacency,0.000245,7,False
14,medium:1,14:medium:1,GREEDY,adjacency,0.000242,7,False
14,medium:1,14:medium:1,GREEDY,adjacency,0.000248,7,False
14,medium:2,14:medium:2,BFS,N/A,0.001652,8,False
14,medium:2,14:medium:2,BFS,N/A,0.001668,8,False
14,medium:2,14:medium:2,BFS,N/A,0.001652,8,False
14,medium:2,14:medium:2,DFS,N/A,0.001099,388,False
14,medium:2,14:medium:2,DFS,N/A,0.001122,388,False
14,medium:2,14:medium:2,DFS,N/A,0.001114,388,False
14,medium:2,14:medium:2,IDS,N/A,0.001825,8,False
14,medium:2,14:medium:2,IDS,N/A,0.001571,8,False
14,medium:2,14:medium:2,IDS,N/A,0.001647,8,False
14,medium:2,14:medium:2,GREEDY,adjacency,0.000482,8,False
14,medium:2,14:medium:2,GREEDY,adjacency,0.000471,8,False
14,medium:2,14:medium:2,GREEDY,adjacency,0.000497,8,False
14,medium:3,14:medium:3,BFS,N/A,0.005304,10,False
14,medium:3,14:medium:3,BFS,N/A,0.005353,10,False
14,medium:3,14:medium:3,BFS,N/A,0.005329,10,False
14,medium:3,14:medium:3,DFS,N/A,0.001067,331,False
14,medium:3,14:medium:3,DFS,N/A,0.000962,331,False
14,medium:3,14:medium:3,DFS,N/A,0.00095,331,False
14,medium:3,14:medium:3,IDS,N/A,0.005279,10,False
14,medium:3,14:medium:3,IDS,N/A,0.006625,10,False
14,medium:3,14:medium:3,IDS,N/A,0.005122,10,False
14,medium:3,14:medium:3,GREEDY,adjacency,0.000374,10,False
14,medium:3,14:medium:3,GREEDY,adjacency,0.000364,10,False
14,medium:3,14:medium:3,GREEDY,adjacency,0.000393,10,False
14,hard:1,14:hard:1,BFS,N/A,N/A,0,True
14,hard:1,14:hard:1,BFS,N/A,N/A,0,True
14,hard:1,14:hard:1,BFS,N/A,N/A,0,True
14,hard:1,14:hard:1,DFS,N/A,0.35221,94109,False
14,hard:1,14:hard:1,DFS,N/A,0.365097,94109,False
14,hard:1,14:hard:1,DFS,N/A,0.349157,94109,False
14,hard:1,14:hard:1,IDS,N/A,N/A,0,True
14,hard:1,14:hard:1,IDS,N/A,N/A,0,True
14,hard:1,14:hard:1,IDS,N/A,N/A,0,True
14,hard:1,14:hard:1,GREEDY,adjacency,0.060202,46,False
14,hard:1,14:hard:1,GREEDY,adjacency,0.063643,46,False
14,hard:1,14:hard:1,GREEDY,adjacency,0.060594,46,False
14,hard:2,14:hard:2,BFS,N/A,N/A,0,True
14,hard:2,14:hard:2,BFS,N/A,N/A,0,True
14,hard:2,14:hard:2,BFS,N/A,N/A,0,True
14,hard:2,14:hard:2,DFS,N/A,N/A,0,True
14,hard:2,14:hard:2,DFS,N/A,N/A,0,True
14,hard:2,14:hard:2,DFS,N/A,N/A,0,True
14,hard:2,14:hard:2,IDS,N/A,N/A,0,True
14,hard:2,14:hard:2,IDS,N/A,N/A,0,True
14,hard:2,14:hard:2,IDS,N/A,N/A,0,True
14,hard:2,14:hard:2,GREEDY,adjacency,0.329281,103,False
14,hard:2,14:hard:2,GREEDY,adjacency,0.328026,103,False
14,hard:2,14:hard:2,GREEDY,adjacency,0.344153,103,False
14,hard:3,14:hard:3,BFS,N/A,N/A,0,True
14,hard:3,14:hard:3,BFS,N/A,N/A,0,True
14,hard:3,14:hard:3,BFS,N/A,N/A,0,True
14,hard:3,14:hard:3,DFS,N/A,N/A,0,True
14,hard:3,14:hard:3,DFS,N/A,N/A,0,True
14,hard:3,14:hard:3,DFS,N/A,N/A,0,True
14,hard:3,14:hard:3,IDS,N/A,N/A,0,True
14,hard:3,14:hard:3,IDS,N/A,N/A,0,True
14,hard:3,14:hard:3,IDS,N/A,N/A,0,True
14,hard:3,14:hard:3,GREEDY,adjacency,0.673488,104,False
14,hard:3,14:hard:3,GREEDY,adjacency,0.672956,104,False
14,hard:3,14:hard:3,GREEDY,adjacency,0.848155,104,False
20,easy:1,20:easy:1,BFS,N/A,N/A,0,True
20,easy:1,20:easy:1,BFS,N/A,N/A,0,True
20,easy:1,20:easy:1,BFS,N/A,N/A,0,True
20,easy:1,20:easy:1,DFS,N/A,N/A,0,True
20,easy:1,20:easy:1,DFS,N/A,N/A,0,True
20,easy:1,20:easy:1,DFS,N/A,N/A,0,True
20,easy:1,20:easy:1,IDS,N/A,N/A,0,True
20,easy:1,20:easy:1,IDS,N/A,N/A,0,True
20,easy:1,20:easy:1,IDS,N/A,N/A,0,True
20,easy:1,20:easy:1,GREEDY,adjacency,5.781153,41,False
20,easy:1,20:easy:1,GREEDY,adjacency,5.7092,41,False
20,easy:1,20:easy:1,GREEDY,adjacency,5.809411,41,False
20,easy:2,20:easy:2,BFS,N/A,N/A,0,True
20,easy:2,20:easy:2,DFS,N/A,0.082076,26887,False
20,easy:2,20:easy:2,DFS,N/A,0.090855,26887,False
20,easy:2,20:easy:2,DFS,N/A,0.088626,26887,False
20,easy:2,20:easy:2,IDS,N/A,N/A,0,True
20,easy:2,20:easy:2,IDS,N/A,N/A,0,True
20,easy:2,20:easy:2,GREEDY,adjacency,6.202622,39,False
20,easy:2,20:easy:2,GREEDY,adjacency,6.152838,39,False
20,easy:2,20:easy:2,GREEDY,adjacency,6.166881,39,False
20,easy:3,20:easy:3,BFS,N/A,3.2e-05,1,False
20,easy:3,20:easy:3,BFS,N/A,3.2e-05,1,False
20,easy:3,20:easy:3,BFS,N/A,3.5e-05,1,False
20,easy:3,20:easy:3,DFS,N/A,2.5e-05,1,False
20,easy:3,20:easy:3,DFS,N/A,2.5e-05,1,False
20,easy:3,20:easy:3,DFS,N/A,2.6e-05,1,False
20,easy:3,20:easy:3,IDS,N/A,2.8e-05,1,False
20,easy:3,20:easy:3,IDS,N/A,2.7e-05,1,False
20,easy:3,20:easy:3,IDS,N/A,3e-05,1,False
20,easy:3,20:easy:3,GREEDY,adjacency,3.7e-05,1,False
20,easy:3,20:easy:3,GREEDY,adjacency,3.6e-05,1,False
20,easy:3,20:easy:3,GREEDY,adjacency,4e-05,1,False
20,medium:1,20:medium:1,BFS,N/A,0.000623,6,False
20,medium:1,20:medium:1,BFS,N/A,0.000586,6,False
20,medium:1,20:medium:1,BFS,N/A,0.000573,6,False
20,medium:1,20:medium:1,DFS,N/A,0.005809,1591,False
20,medium:1,20:medium:1,DFS,N/A,0.00547,1591,False
20,medium:1,20:medium:1,DFS,N/A,0.005794,1591,False
20,medium:1,20:medium:1,IDS,N/A,0.000674,6,False
20,medium:1,20:medium:1,IDS,N/A,0.000618,6,False
20,medium:1,20:medium:1,IDS,N/A,0.000641,6,False
20,medium:1,20:medium:1,GREEDY,adjacency,0.000257,6,False
20,medium:1,20:medium:1,GREEDY,adjacency,0.000268,6,False
20,medium:1,20:medium:1,GREEDY,adjacency,0.000269,6,False
20,medium:2,20:medium:2,BFS,N/A,N/A,0,True
20,medium:2,20:medium:2,DFS,N/A,N/A,0,True
20,medium:2,20:medium:2,IDS,N/A,N/A,0,True
20,medium:2,20:medium:2,GREEDY,adjacency,5.735875,41,False
20,medium:2,20:medium:2,GREEDY,adjacency,5.829605,41,False
20,medium:2,20:medium:2,GREEDY,adjacency,5.874157,41,False
20,medium:3,20:medium:3,BFS,N/A,N/A,0,True
20,medium:3,20:medium:3,DFS,N/A,N/A,0,True
20,medium:3,20:medium:3,IDS,N/A,N/A,0,True
20,medium:3,20:medium:3,GREEDY,adjacency,5.78809,43,False
20,medium:3,20:medium:3,GREEDY,adjacency,5.861995,43,False
20,medium:3,20:medium:3,GREEDY,adjacency,5.834528,43,False
20,hard:1,20:hard:1,BFS,N/A,N/A,0,True
20,hard:1,20:hard:1,DFS,N/A,N/A,0,True
20,hard:1,20:hard:1,IDS,N/A,N/A,0,True
20,hard:1,20:hard:1,GREEDY,adjacency,12.306639,172,False
20,hard:1,20:hard:1,GREEDY,adjacency,12.4756,172,False
20,hard:1,20:hard:1,GREEDY,adjacency,12.457718,172,False
20,hard:2,20:hard:2,BFS,N/A,N/A,0,True
20,hard:2,20:hard:2,BFS,N/A,N/A,0,True
20,hard:2,20:hard:2,DFS,N/A,N/A,0,True
20,hard:2,20:hard:2,IDS,N/A,N/A,0,True
20,hard:2,20:hard:2,GREEDY,adjacency,1.752791,193,False
20,hard:2,20:hard:2,GREEDY,adjacency,1.773287,193,False
20,hard:2,20:hard:2,GREEDY,adjacency,1.771189,193,False
20,hard:3,20:hard:3,BFS,N/A,N/A,0,True
20,hard:3,20:hard:3,DFS,N/A,N/A,0,True
20,hard:3,20:hard:3,IDS,N/A,N/A,0,True
20,hard:3,20:hard:3,GREEDY,adjacency,11.366482,223,False
20,hard:3,20:hard:3,GREEDY,adjacency,11.533993,223,False
20,hard:3,20:hard:3,GREEDY,adjacency,11.571,223,False
6,easy:1,6:easy:1,GREEDY,min_misplaced_slots,4e-05,1,False
6,easy:1,6:easy:1,GREEDY,min_misplaced_slots,3.2e-05,1,False
6,easy:1,6:easy:1,GREEDY,min_misplaced_slots,4e-05,1,False
6,easy:1,6:easy:1,ASTAR,adjacency,3.6e-05,1,False
6,easy:1,6:easy:1,ASTAR,adjacency,3.3e-05,1,False
6,easy:1,6:easy:1,ASTAR,adjacency,3.8e-05,1,False
6,easy:1,6:easy:1,ASTAR,min_misplaced_slots,3.2e-05,1,False
6,easy:1,6:easy:1,ASTAR,min_misplaced_slots,4.2e-05,1,False
6,easy:1,6:easy:1,ASTAR,min_misplaced_slots,3.6e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,adjacency,3.6e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,adjacency,5e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,adjacency,2.9e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,min_misplaced_slots,3.2e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,min_misplaced_slots,3.8e-05,1,False
6,easy:1,6:easy:1,WEIGHTED-ASTAR,min_misplaced_slots,3.7e-05,1,False
6,easy:2,6:easy:2,GREEDY,min_misplaced_slots,5.2e-05,3,False
6,easy:2,6:easy:2,GREEDY,min_misplaced_slots,5.3e-05,3,False
6,easy:2,6:easy:2,GREEDY,min_misplaced_slots,6.1e-05,3,False
6,easy:2,6:easy:2,ASTAR,adjacency,8e-05,3,False
6,easy:2,6:easy:2,ASTAR,adjacency,9.9e-05,3,False
6,easy:2,6:easy:2,ASTAR,adjacency,0.0001,3,False
6,easy:2,6:easy:2,ASTAR,min_misplaced_slots,9.1e-05,3,False
6,easy:2,6:easy:2,ASTAR,min_misplaced_slots,8.7e-05,3,False
6,easy:2,6:easy:2,ASTAR,min_misplaced_slots,0.000107,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,adjacency,0.000123,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,adjacency,6.1e-05,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,adjacency,6.1e-05,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,min_misplaced_slots,5.5e-05,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,min_misplaced_slots,5.3e-05,3,False
6,easy:2,6:easy:2,WEIGHTED-ASTAR,min_misplaced_slots,5.9e-05,3,False
6,easy:3,6:easy:3,GREEDY,min_misplaced_slots,7e-05,3,False
6,easy:3,6:easy:3,GREEDY,min_misplaced_slots,7.1e-05,3,False
6,easy:3,6:easy:3,GREEDY,min_misplaced_slots,8.2e-05,3,False
6,easy:3,6:easy:3,ASTAR,adjacency,7.4e-05,3,False
6,easy:3,6:easy:3,ASTAR,adjacency,6.5e-05,3,False
6,easy:3,6:easy:3,ASTAR,adjacency,6.4e-05,3,False
6,easy:3,6:easy:3,ASTAR,min_misplaced_slots,6.9e-05,3,False
6,easy:3,6:easy:3,ASTAR,min_misplaced_slots,6.9e-05,3,False
6,easy:3,6:easy:3,ASTAR,min_misplaced_slots,7.7e-05,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,adjacency,7.9e-05,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,adjacency,0.000102,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,adjacency,8.1e-05,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,min_misplaced_slots,7.1e-05,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,min_misplaced_slots,9.1e-05,3,False
6,easy:3,6:easy:3,WEIGHTED-ASTAR,min_misplaced_slots,7.2e-05,3,False
6,medium:1,6:medium:1,GREEDY,min_misplaced_slots,0.000229,5,False
6,medium:1,6:medium:1,GREEDY,min_misplaced_slots,0.000173,5,False
6,medium:1,6:medium:1,GREEDY,min_misplaced_slots,0.000173,5,False
6,medium:1,6:medium:1,ASTAR,adjacency,0.000255,5,False
6,medium:1,6:medium:1,ASTAR,adjacency,0.000191,5,False
6,medium:1,6:medium:1,ASTAR,adjacency,0.000194,5,False
6,medium:1,6:medium:1,ASTAR,min_misplaced_slots,0.000232,5,False
6,medium:1,6:medium:1,ASTAR,min_misplaced_slots,0.000246,5,False
6,medium:1,6:medium:1,ASTAR,min_misplaced_slots,0.000241,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,adjacency,0.000205,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,adjacency,0.000207,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,adjacency,0.00023,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,min_misplaced_slots,0.000177,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,min_misplaced_slots,0.000174,5,False
6,medium:1,6:medium:1,WEIGHTED-ASTAR,min_misplaced_slots,0.000176,5,False
6,medium:2,6:medium:2,GREEDY,min_misplaced_slots,0.000274,6,False
6,medium:2,6:medium:2,GREEDY,min_misplaced_slots,0.000255,6,False
6,medium:2,6:medium:2,GREEDY,min_misplaced_slots,0.000269,6,False
